source,country,area,lat,lon,year,month,month_num,date,births,country_area
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,January,1,2009-01-01,18782,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,February,2,2009-02-01,17977,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,March,3,2009-03-01,20642,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,April,4,2009-04-01,19698,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,May,5,2009-05-01,18764,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,June,6,2009-06-01,17798,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,July,7,2009-07-01,17983,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,August,8,2009-08-01,17201,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,September,9,2009-09-01,18709,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,October,10,2009-10-01,18017,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,November,11,2009-11-01,17132,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2009,December,12,2009-12-01,17465,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,January,1,2010-01-01,18375,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,February,2,2010-02-01,17653,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,March,3,2010-03-01,20846,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,April,4,2010-04-01,19561,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,May,5,2010-05-01,19094,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,June,6,2010-06-01,18130,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,July,7,2010-07-01,18557,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,August,8,2010-08-01,17659,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,September,9,2010-09-01,18364,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,October,10,2010-10-01,18005,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,November,11,2010-11-01,16852,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2010,December,12,2010-12-01,17692,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,January,1,2011-01-01,19046,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,February,2,2011-02-01,18262,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,March,3,2011-03-01,21168,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,April,4,2011-04-01,20200,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,May,5,2011-05-01,20455,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,June,6,2011-06-01,19068,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,July,7,2011-07-01,18670,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,August,8,2011-08-01,18706,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,September,9,2011-09-01,17718,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,October,10,2011-10-01,17890,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,November,11,2011-11-01,17559,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2011,December,12,2011-12-01,17835,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,January,1,2012-01-01,18841,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,February,2,2012-02-01,18971,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,March,3,2012-03-01,21003,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,April,4,2012-04-01,19532,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,May,5,2012-05-01,20229,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,June,6,2012-06-01,18671,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,July,7,2012-07-01,19233,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,August,8,2012-08-01,19183,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,September,9,2012-09-01,18619,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,October,10,2012-10-01,19394,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,November,11,2012-11-01,17965,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2012,December,12,2012-12-01,18638,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,January,1,2013-01-01,19423,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,February,2,2013-02-01,18351,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,March,3,2013-03-01,20609,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,April,4,2013-04-01,20825,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,May,5,2013-05-01,21257,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,June,6,2013-06-01,19258,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,July,7,2013-07-01,19598,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,August,8,2013-08-01,18903,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,September,9,2013-09-01,19460,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,October,10,2013-10-01,19497,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,November,11,2013-11-01,18399,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2013,December,12,2013-12-01,19107,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,January,1,2014-01-01,20256,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,February,2,2014-02-01,19403,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,March,3,2014-03-01,21224,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,April,4,2014-04-01,21315,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,May,5,2014-05-01,21828,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,June,6,2014-06-01,20264,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,July,7,2014-07-01,20656,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,August,8,2014-08-01,20034,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,September,9,2014-09-01,20288,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,October,10,2014-10-01,20154,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,November,11,2014-11-01,19346,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2014,December,12,2014-12-01,20308,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,January,1,2015-01-01,20367,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,February,2,2015-02-01,19462,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,March,3,2015-03-01,22764,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,April,4,2015-04-01,21783,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,May,5,2015-05-01,21884,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,June,6,2015-06-01,20194,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,July,7,2015-07-01,20480,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,August,8,2015-08-01,20145,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,September,9,2015-09-01,21042,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,October,10,2015-10-01,19706,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,November,11,2015-11-01,19329,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2015,December,12,2015-12-01,20453,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2016,January,1,2016-01-01,20043,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2016,February,2,2016-02-01,19865,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2016,March,3,2016-03-01,22302,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2016,April,4,2016-04-01,21250,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2016,May,5,2016-05-01,21587,Brazil - Central-West
svs.aids.gov.br,Brazil,Central-West,-15.779722,-47.930556,2016,June,6,2016-06-01,20001,Brazil - Central-West
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,January,1,2000-01-01,106585,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,February,2,2000-02-01,112771,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,March,3,2000-03-01,120026,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,April,4,2000-04-01,113201,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,May,5,2000-05-01,117996,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,June,6,2000-06-01,109972,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,July,7,2000-07-01,111549,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,August,8,2000-08-01,110426,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,September,9,2000-09-01,105419,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,October,10,2000-10-01,101510,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,November,11,2000-11-01,97065,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2000,December,12,2000-12-01,99715,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,January,1,2001-01-01,108238,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,February,2,2001-02-01,101078,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,March,3,2001-03-01,116128,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,April,4,2001-04-01,108519,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,May,5,2001-05-01,113114,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,June,6,2001-06-01,104329,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,July,7,2001-07-01,101263,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,August,8,2001-08-01,99158,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,September,9,2001-09-01,97971,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,October,10,2001-10-01,96255,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,November,11,2001-11-01,90908,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2001,December,12,2001-12-01,93512,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,January,1,2002-01-01,104360,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,February,2,2002-02-01,98934,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,March,3,2002-03-01,112018,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,April,4,2002-04-01,109798,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,May,5,2002-05-01,109918,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,June,6,2002-06-01,100893,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,July,7,2002-07-01,102562,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,August,8,2002-08-01,92011,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,September,9,2002-09-01,93094,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,October,10,2002-10-01,92708,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,November,11,2002-11-01,87638,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2002,December,12,2002-12-01,91234,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,January,1,2003-01-01,97867,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,February,2,2003-02-01,97412,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,March,3,2003-03-01,107594,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,April,4,2003-04-01,107211,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,May,5,2003-05-01,106815,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,June,6,2003-06-01,101636,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,July,7,2003-07-01,100601,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,August,8,2003-08-01,95013,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,September,9,2003-09-01,95542,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,October,10,2003-10-01,92660,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,November,11,2003-11-01,86577,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2003,December,12,2003-12-01,92203,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,January,1,2004-01-01,102399,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,February,2,2004-02-01,98745,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,March,3,2004-03-01,109337,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,April,4,2004-04-01,104122,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,May,5,2004-05-01,105826,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,June,6,2004-06-01,99444,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,July,7,2004-07-01,97596,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,August,8,2004-08-01,94723,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,September,9,2004-09-01,95178,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,October,10,2004-10-01,91327,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,November,11,2004-11-01,89240,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2004,December,12,2004-12-01,90978,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,January,1,2005-01-01,95612,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,February,2,2005-02-01,93724,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,March,3,2005-03-01,110165,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,April,4,2005-04-01,104392,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,May,5,2005-05-01,108009,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,June,6,2005-06-01,99985,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,July,7,2005-07-01,97739,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,August,8,2005-08-01,96130,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,September,9,2005-09-01,96152,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,October,10,2005-10-01,92062,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,November,11,2005-11-01,88270,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2005,December,12,2005-12-01,89601,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,January,1,2006-01-01,91768,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,February,2,2006-02-01,90031,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,March,3,2006-03-01,105722,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,April,4,2006-04-01,103030,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,May,5,2006-05-01,105706,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,June,6,2006-06-01,97559,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,July,7,2006-07-01,94821,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,August,8,2006-08-01,93753,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,September,9,2006-09-01,94904,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,October,10,2006-10-01,90483,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,November,11,2006-11-01,83980,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2006,December,12,2006-12-01,87638,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,January,1,2007-01-01,96427,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,February,2,2007-02-01,93548,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,March,3,2007-03-01,107046,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,April,4,2007-04-01,99596,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,May,5,2007-05-01,101545,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,June,6,2007-06-01,95713,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,July,7,2007-07-01,94110,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,August,8,2007-08-01,90254,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,September,9,2007-09-01,87782,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,October,10,2007-10-01,86880,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,November,11,2007-11-01,82479,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2007,December,12,2007-12-01,87429,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,January,1,2008-01-01,92432,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,February,2,2008-02-01,91921,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,March,3,2008-03-01,101601,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,April,4,2008-04-01,100208,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,May,5,2008-05-01,101817,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,June,6,2008-06-01,95447,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,July,7,2008-07-01,95592,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,August,8,2008-08-01,90561,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,September,9,2008-09-01,92829,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,October,10,2008-10-01,90637,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,November,11,2008-11-01,84801,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2008,December,12,2008-12-01,92561,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,January,1,2009-01-01,95645,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,February,2,2009-02-01,93223,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,March,3,2009-03-01,106103,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,April,4,2009-04-01,101227,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,May,5,2009-05-01,94268,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,June,6,2009-06-01,90821,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,July,7,2009-07-01,92456,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,August,8,2009-08-01,89770,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,September,9,2009-09-01,96045,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,October,10,2009-10-01,88682,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,November,11,2009-11-01,82442,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2009,December,12,2009-12-01,88549,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,January,1,2010-01-01,96837,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,February,2,2010-02-01,93858,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,March,3,2010-03-01,107557,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,April,4,2010-04-01,97409,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,May,5,2010-05-01,99258,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,June,6,2010-06-01,94198,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,July,7,2010-07-01,94019,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,August,8,2010-08-01,88063,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,September,9,2010-09-01,89103,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,October,10,2010-10-01,86921,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,November,11,2010-11-01,84368,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2010,December,12,2010-12-01,92002,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,January,1,2011-01-01,98148,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,February,2,2011-02-01,96202,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,March,3,2011-03-01,110821,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,April,4,2011-04-01,100540,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,May,5,2011-05-01,105056,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,June,6,2011-06-01,97545,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,July,7,2011-07-01,96181,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,August,8,2011-08-01,92956,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,September,9,2011-09-01,87161,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,October,10,2011-10-01,84643,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,November,11,2011-11-01,84194,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2011,December,12,2011-12-01,90294,Brazil - Southeast
svs.aids.gov.br,Brazil,Southeast,-23.55,-46.633333,2012,January,1,2012-01-01,94432,Brazil - Southeast
